981,0
1173,0
351,0
1145,0
396,0
99,1
392,0
579,1
276,0
830,1
876,1
1058,0
1187,1
812,1
430,1
1186,1
929,0
130,1
965,1
662,0
78,1
9,1
654,0
1044,1
75,1
541,1
681,0
969,1
1046,1
391,1
211,1
1086,0
1137,0
771,0
458,0
58,0
916,0
1047,0
418,1
744,0
1259,1
1296,0
1026,1
666,0
127,1
1254,1
1136,1
963,0
393,0
1303,0
323,1
151,1
635,1
605,1
140,0
260,1
162,1
743,0
548,1
1099,0
1283,0
1108,0
648,1
428,1
444,1
557,1
1245,1
859,1
1066,0
309,1
443,0
237,1
26,0
569,1
864,1
921,0
281,1
589,0
236,1
15,0
457,1
94,1
1206,0
1266,1
966,1
112,0
518,0
1301,0
877,1
1147,1
387,1
990,1
1018,0
1107,0
1192,0
1298,0
840,0
871,1
115,1
695,0
154,0
307,1
834,0
1211,0
523,0
753,1
379,0
973,1
651,1
76,1
180,1
955,0
989,0
950,0
471,1
516,0
7,0
902,1
750,0
230,1
797,1
882,1
1129,0
245,1
1114,0
426,1
850,0
1302,0
481,0
539,1
959,1
96,1
5,0
1280,1
957,1
300,1
199,1
910,0
1163,1
177,1
1175,0
678,0
1293,0
824,1
284,1
1102,1
1119,0
1015,1
1157,0
297,1
293,0
460,1
720,0
84,0
37,0
6,0
826,1
388,1
257,1
1110,1
866,0
1242,0
679,0
452,1
1083,0
1084,0
563,1
400,1
594,0
794,1
505,0
441,0
498,0
1126,0
369,0
47,1
120,1
319,1
647,1
1,0
90,1
14,0
817,1
62,1
50,0
453,1
187,1
1122,0
1202,1
688,0
1234,1
1225,0
1092,0
1285,0
1125,0
491,0
513,0
985,1
472,0
251,1
92,1
855,1
555,1
786,1
559,1
936,1
775,1
355,0
948,0
535,0
338,1
1218,0
20,0
964,1
1128,0
656,0
348,0
926,0
185,1
333,0
469,0
767,1
129,1
190,0
868,0
485,0
519,0
1166,0
1116,1
66,0
748,0
486,1
18,0
194,1
545,1
1258,1
700,0
332,0
82,1
975,0
440,0
619,1
735,0
894,0
1214,0
70,0
1167,0
1003,1
55,1
898,0
991,1
658,0
828,1
573,1
1039,0
1277,0
867,0
844,1
698,0
77,1
232,0
690,0
1023,0
71,1
814,0
1219,0
974,0
890,0
937,0
692,0
242,1
1065,0
787,1
927,0
35,0
540,1
1035,0
1274,0
646,0
1196,0
598,1
507,0
121,1
410,1
761,1
854,1
352,0
33,0
179,1
292,1
1290,0
749,0
841,0
0,0
21,0
411,1
1222,0
600,0
421,0
1268,1
892,1
295,0
1176,0
849,1
741,0
344,0
561,1
331,0
340,1
246,1
847,1
126,1
397,0
1020,0
649,0
706,0
729,0
375,1
899,0
895,0
470,0
1181,0
633,1
80,1
316,0
942,0
1270,1
326,0
158,1
435,1
1185,0
456,0
186,1
716,0
657,0
1149,0
1059,0
1014,1
660,1
403,0
783,0
60,1
357,1
468,1
1080,0
464,0
550,1
1201,0
759,0
303,0
1032,0
504,0
234,0
663,0
673,0
909,0
586,1
1063,0
132,1
659,0
1050,0
1131,0
39,0
215,1
833,0
745,0
778,0
343,1
640,1
182,1
1112,1
65,1
1143,0
141,1
940,0
809,1
699,1
872,1
128,1
214,1
628,0
1212,0
1139,0
497,0
294,1
544,1
466,0
304,0
781,1
554,1
804,0
93,1
829,1
1095,0
119,0
324,1
627,0
604,0
597,0
676,1
1076,0
922,1
1180,0
870,1
674,0
879,1
905,0
1215,0
994,0
1094,0
528,0
465,0
113,1
1190,0
758,0
760,0
502,0
83,0
183,1
144,1
1267,1
705,0
1253,0
506,0
754,1
691,0
87,0
313,0
823,0
1235,1
1004,0
613,0
11,0
122,1
364,0
655,0
793,0
885,1
593,1
653,0
998,0
1106,0
668,1
1197,0
74,1
736,1
477,1
145,1
1154,0
881,1
575,1
514,0
722,0
796,0
442,1
168,1
148,1
1038,0
385,1
212,1
1101,0
1184,1
862,0
451,1
34,0
346,1
988,1
694,0
768,1
383,0
1081,0
556,1
887,0
1013,1
712,1
473,0
776,1
138,0
788,1
220,1
1091,1
621,1
1040,0
803,0
429,1
89,1
813,0
1261,0
439,0
920,1
243,1
578,1
1276,0
286,0
1210,1
1146,1
262,1
409,1
1269,0
765,1
407,0
419,0
818,1
446,1
196,1
915,0
226,0
762,0
406,0
938,1
102,1
314,0
1100,1
95,1
852,1
1194,0
738,0
1118,0
38,1
839,0
36,1
1204,0
1200,0
873,1
643,1
495,0
1239,1
394,0
1236,1
582,1
131,1
362,0
1209,0
13,0
1024,1
846,1
693,1
475,0
488,0
68,1
1077,0
17,0
1054,0
618,0
273,0
437,0
930,0
952,0
192,1
274,1
172,0
806,0
944,0
1262,0
283,1
1205,1
63,0
478,0
617,0
889,0
2,0
763,1
967,1
782,1
317,0
49,0
135,1
835,0
603,0
1028,1
612,1
757,0
1165,0
897,0
415,1
386,1
86,1
1117,1
912,1
1252,0
280,1
752,1
1009,1
802,0
53,1
350,0
79,1
792,1
